Transcript_ID	TE_BP	Total_Len	TE_Percentage
MSTRG.2974.1	66	1167	5.65553
MSTRG.298.1	0	210	0
MSTRG.2983.1	1217	4231	28.7639
MSTRG.2987.1	0	299	0
MSTRG.299.1	0	659	0
MSTRG.2992.1	210	393	53.4351
MSTRG.2993.1	0	323	0
MSTRG.3003.1	0	298	0
MSTRG.3010.1	128	1602	7.99001
MSTRG.3012.1	51	205	24.878
MSTRG.3016.1	934	5727	16.3087
MSTRG.3032.1	401	627	63.9553
MSTRG.3033.1	1369	1369	100
MSTRG.3041.1	11404	70712	16.1274
MSTRG.3044.1	0	453	0
MSTRG.3045.1	33	2247	1.46862
MSTRG.3057.1	176	207	85.0242
MSTRG.3094.1	62	2702	2.2946
MSTRG.3.1	390	607	64.2504
MSTRG.3108.1	0	870	0
MSTRG.31.1	0	226	0
MSTRG.3111.1	0	284	0
MSTRG.3112.1	0	201	0
MSTRG.3113.1	0	2489	0
MSTRG.3115.1	1362	6451	21.113
MSTRG.3116.1	0	831	0
MSTRG.313.1	0	1811	0
MSTRG.3145.1	0	2365	0
MSTRG.315.1	232	4048	5.73123
MSTRG.3152.1	0	805	0
MSTRG.3154.1	0	1073	0
MSTRG.3182.1	0	1233	0
MSTRG.3189.1	0	287	0
MSTRG.3198.1	0	2408	0
MSTRG.3210.1	182	2149	8.46906
MSTRG.3212.1	0	406	0
MSTRG.3217.1	0	1299	0
MSTRG.3221.1	0	497	0
MSTRG.3228.1	0	626	0
MSTRG.323.3	0	335	0
MSTRG.3239.1	0	373	0
MSTRG.3243.1	0	1240	0
MSTRG.3244.1	0	604	0
MSTRG.3248.1	0	556	0
MSTRG.3255.1	0	205	0
MSTRG.3258.1	0	1850	0
MSTRG.3260.1	0	1073	0
MSTRG.3281.3	72	2909	2.47508
MSTRG.3298.1	174	840	20.7143
MSTRG.3326.1	0	623	0
MSTRG.3327.1	0	1042	0
MSTRG.3333.1	0	500	0
MSTRG.3334.2	42	1667	2.5195
MSTRG.334.1	0	2424	0
MSTRG.3341.1	0	491	0
MSTRG.3350.1	0	1939	0
MSTRG.3352.3	434	1439	30.1598
MSTRG.3357.1	114	1486	7.6716
MSTRG.3364.3	0	1557	0
MSTRG.3371.2	0	1239	0
MSTRG.3374.1	0	1514	0
MSTRG.3381.1	0	857	0
MSTRG.3387.5	0	1507	0
MSTRG.3389.1	0	1970	0
MSTRG.3395.1	39	363	10.7438
MSTRG.3396.1	0	343	0
MSTRG.3403.1	0	359	0
MSTRG.3405.1	27	511	5.28376
MSTRG.3417.1	0	337	0
MSTRG.3420.8	0	2018	0
MSTRG.342.1	140	2074	6.75024
MSTRG.3426.1	0	720	0
MSTRG.3434.1	0	282	0
MSTRG.3438.1	0	1074	0
MSTRG.344.1	0	1134	0
MSTRG.3441.1	49	1376	3.56105
MSTRG.3442.2	124	4410	2.81179
MSTRG.3443.1	0	3796	0
MSTRG.346.1	0	2065	0
MSTRG.3468.1	56	3196	1.75219
MSTRG.347.1	0	1612	0
MSTRG.3478.1	0	255	0
MSTRG.3480.1	0	366	0
MSTRG.3485.1	0	796	0
MSTRG.3487.1	174	452	38.4956
MSTRG.349.1	0	469	0
MSTRG.3491.7	0	2602	0
MSTRG.3500.1	0	349	0
MSTRG.3502.1	361	634	56.9401
MSTRG.3504.1	0	543	0
MSTRG.3508.3	88	6662	1.32092
MSTRG.3513.1	0	1160	0
MSTRG.3521.1	113	1008	11.2103
MSTRG.3522.1	0	207	0
MSTRG.3528.1	0	1458	0
MSTRG.3529.1	0	1640	0
MSTRG.3533.1	186	1649	11.2796
MSTRG.3535.1	0	703	0
MSTRG.3537.1	0	1298	0
MSTRG.3539.1	12	1014	1.18343
MSTRG.3544.1	0	834	0
MSTRG.3546.1	0	729	0
MSTRG.3557.1	0	607	0
MSTRG.3565.1	0	867	0
MSTRG.3566.1	48	859	5.58789
MSTRG.3568.1	0	423	0
MSTRG.3573.1	303	5688	5.327
MSTRG.3575.2	0	3342	0
MSTRG.3579.1	183	425	43.0588
MSTRG.3588.1	0	911	0
MSTRG.3602.1	187	2536	7.37382
MSTRG.3603.1	96	1460	6.57534
MSTRG.3613.1	0	826	0
MSTRG.3615.1	0	221	0
MSTRG.3616.1	0	269	0
MSTRG.3620.1	71	1376	5.15988
MSTRG.3639.1	0	263	0
MSTRG.3642.1	0	216	0
MSTRG.3649.1	0	1394	0
MSTRG.3667.1	133	1583	8.40177
MSTRG.3684.1	0	1574	0
MSTRG.3686.1	0	488	0
MSTRG.3696.1	12	994	1.20724
MSTRG.3701.1	0	2061	0
MSTRG.3704.1	0	779	0
MSTRG.3705.2	219	1886	11.6119
MSTRG.3709.1	0	1603	0
MSTRG.3712.1	0	469	0
MSTRG.3722.1	88	1723	5.10737
MSTRG.3730.2	117	7029	1.66453
MSTRG.3731.1	75	3636	2.06271
MSTRG.3732.1	0	2678	0
MSTRG.3735.1	0	362	0
MSTRG.3736.1	26	787	3.30368
MSTRG.3755.1	0	357	0
MSTRG.3758.1	0	1716	0
MSTRG.3764.1	0	1859	0
MSTRG.3770.1	0	4155	0
MSTRG.3771.1	0	2334	0
MSTRG.3773.4	0	3123	0
MSTRG.3782.1	0	308	0
MSTRG.3794.6	108	8750	1.23429
MSTRG.3796.1	0	401	0
MSTRG.3798.1	0	1966	0
MSTRG.3799.6	0	667	0
MSTRG.3800.1	0	267	0
MSTRG.3801.1	0	906	0
MSTRG.3802.1	0	363	0
MSTRG.3804.1	0	815	0
MSTRG.3811.1	250	2211	11.3071
MSTRG.3816.1	0	526	0
MSTRG.3833.1	0	377	0
MSTRG.3834.1	0	1000	0
MSTRG.3843.1	694	2228	31.149
MSTRG.3864.1	284	5288	5.37065
MSTRG.3866.1	108	1294	8.34621
MSTRG.3885.1	322	1892	17.019
MSTRG.3887.1	381	1935	19.6899
MSTRG.3888.1	37	368	10.0543
MSTRG.3890.1	0	1139	0
MSTRG.3903.1	0	1642	0
MSTRG.3904.1	0	1380	0
MSTRG.3907.1	132	1785	7.39496
MSTRG.3909.11	0	833	0
MSTRG.3912.1	0	334	0
MSTRG.3920.1	0	362	0
MSTRG.3921.1	0	350	0
MSTRG.3922.2	0	364	0
MSTRG.3936.1	0	1574	0
MSTRG.3937.1	45	3682	1.22216
MSTRG.3943.1	0	220	0
MSTRG.3944.1	68	959	7.09072
MSTRG.3955.1	77	1952	3.94467
MSTRG.3968.1	0	1062	0
MSTRG.3974.1	49	702	6.98006
MSTRG.3979.1	0	1717	0
MSTRG.3986.1	0	1005	0
MSTRG.3992.1	0	322	0
MSTRG.3994.3	73	1539	4.74334
MSTRG.3995.2	60	582	10.3093
MSTRG.3996.1	0	865	0
MSTRG.4000.1	0	245	0
MSTRG.4002.1	0	5937	0
MSTRG.4005.1	0	1215	0
MSTRG.4029.2	0	315	0
MSTRG.4038.2	23	639	3.59937
MSTRG.4039.1	0	799	0
MSTRG.4047.2	0	551	0
MSTRG.4051.1	71	1370	5.18248
MSTRG.4056.2	44	2906	1.51411
MSTRG.4057.1	0	1077	0
MSTRG.4058.1	0	371	0
MSTRG.4075.1	0	810	0
MSTRG.4076.10	66	3459	1.90807
MSTRG.4077.2	64	1996	3.20641
MSTRG.4079.3	35	2706	1.29342
MSTRG.4081.1	35	1081	3.23774
MSTRG.4082.1	0	1166	0
MSTRG.4083.1	0	1682	0
MSTRG.4084.1	0	215	0
MSTRG.4085.1	0	315	0
MSTRG.4086.1	0	502	0
MSTRG.4095.3	138	2721	5.07166
MSTRG.4099.1	60	1642	3.65408
MSTRG.410.1	0	1470	0
MSTRG.4102.1	0	353	0
MSTRG.4105.1	0	1188	0
MSTRG.4110.1	0	354	0
MSTRG.4113.1	200	3054	6.54879
MSTRG.4114.1	87	856	10.1636
MSTRG.4119.1	0	317	0
MSTRG.413.1	0	967	0
MSTRG.4131.3	0	1947	0
MSTRG.4141.8	145	5340	2.71536
MSTRG.4146.1	0	305	0
MSTRG.417.1	0	1323	0
MSTRG.4181.3	580	3475	16.6906
MSTRG.4184.1	0	2526	0
MSTRG.4185.1	0	475	0
MSTRG.4188.1	0	843	0
MSTRG.4197.1	0	950	0
MSTRG.4206.1	0	300	0
MSTRG.4208.1	0	647	0
MSTRG.42.1	0	1569	0
MSTRG.4210.1	0	436	0
MSTRG.4212.3	0	2841	0
MSTRG.4214.1	0	263	0
MSTRG.4225.1	0	2427	0
MSTRG.4258.1	78	1086	7.18232
MSTRG.4265.1	0	753	0
MSTRG.4267.1	0	328	0
MSTRG.4268.1	0	544	0
MSTRG.4275.1	0	517	0
MSTRG.4277.1	75	2593	2.8924
MSTRG.4280.18	0	2735	0
MSTRG.4288.1	0	622	0
MSTRG.4305.2	0	5428	0
MSTRG.431.1	0	754	0
MSTRG.4311.16	0	1535	0
MSTRG.4313.4	46	3417	1.34621
MSTRG.4314.1	57	1183	4.81826
MSTRG.4315.1	37	985	3.75635
MSTRG.4318.1	0	1324	0
MSTRG.4321.1	0	1880	0
MSTRG.4322.1	0	925	0
MSTRG.4323.1	61	2531	2.41011
MSTRG.4324.1	62	1790	3.46369
MSTRG.4340.2	52	754	6.89655
MSTRG.4345.1	0	387	0
MSTRG.4360.1	0	618	0
MSTRG.4363.1	0	407	0
MSTRG.4369.1	69	2686	2.56888
MSTRG.4373.1	0	522	0
MSTRG.4379.1	0	221	0
MSTRG.4382.4	237	6447	3.67613
MSTRG.4384.1	237	3051	7.76794
MSTRG.4385.1	0	477	0
MSTRG.4390.2	0	1307	0
MSTRG.4392.1	0	2349	0
MSTRG.4396.1	0	475	0
MSTRG.4402.1	54	3572	1.51176
MSTRG.441.1	0	2078	0
MSTRG.442.1	0	1386	0
MSTRG.4426.1	0	466	0
MSTRG.443.1	48	3233	1.48469
MSTRG.4437.1	0	868	0
MSTRG.4439.1	0	376	0
MSTRG.4441.1	0	407	0
MSTRG.446.1	0	994	0
MSTRG.4466.1	0	1374	0
MSTRG.4469.1	0	679	0
MSTRG.447.1	83	1856	4.47198
MSTRG.4474.1	0	2905	0
MSTRG.4484.1	0	567	0
MSTRG.450.1	0	1005	0
MSTRG.4509.1	0	747	0
MSTRG.4512.1	0	1831	0
MSTRG.4514.6	53	3503	1.51299
MSTRG.4522.1	79	3000	2.63333
MSTRG.4528.1	0	1297	0
MSTRG.4530.1	0	2403	0
MSTRG.4531.1	0	774	0
MSTRG.4535.1	0	2118	0
MSTRG.4539.1	0	478	0
MSTRG.4553.1	0	385	0
MSTRG.4561.1	0	2290	0
MSTRG.4562.1	65	940	6.91489
MSTRG.4567.2	38	954	3.98323
MSTRG.4568.1	38	320	11.875
MSTRG.4569.1	0	877	0
MSTRG.4570.1	0	1839	0
MSTRG.4571.1	0	762	0
MSTRG.4575.1	0	558	0
MSTRG.4582.1	0	293	0
MSTRG.4583.1	0	2079	0
MSTRG.4591.1	0	429	0
MSTRG.4596.1	0	425	0
MSTRG.4601.1	0	483	0
MSTRG.4605.1	0	4080	0
MSTRG.4610.1	137	2033	6.73881
MSTRG.4613.1	0	456	0
MSTRG.4614.1	0	703	0
MSTRG.4633.1	0	444	0
MSTRG.4643.1	723	1094	66.0878
MSTRG.4650.1	0	320	0
MSTRG.4654.1	3	1567	0.191449
MSTRG.4669.1	54	492	10.9756
MSTRG.4675.1	0	516	0
MSTRG.4684.1	16	891	1.79574
MSTRG.4685.1	0	1467	0
MSTRG.4689.2	67	1475	4.54237
MSTRG.4690.2	0	2580	0
MSTRG.4693.1	200	1868	10.7066
MSTRG.4696.1	0	275	0
MSTRG.4698.1	0	636	0
MSTRG.4699.1	101	3994	2.52879
MSTRG.4701.1	0	1116	0
MSTRG.4702.1	0	1846	0
MSTRG.4716.3	0	1036	0
MSTRG.4718.1	0	712	0
MSTRG.4728.1	0	483	0
MSTRG.4735.1	0	592	0
MSTRG.4792.1	0	557	0
MSTRG.4793.1	374	3005	12.4459
MSTRG.4794.4	318	1794	17.7258
MSTRG.4795.1	0	1248	0
MSTRG.4808.1	33	1713	1.92644
MSTRG.4810.1	0	641	0
MSTRG.4812.1	0	2449	0
MSTRG.4824.1	570	1562	36.4917
MSTRG.4829.1	0	989	0
MSTRG.4844.1	0	364	0
MSTRG.4856.1	68	640	10.625
MSTRG.4866.1	120	565	21.2389
MSTRG.4874.1	167	456	36.6228
MSTRG.4876.1	0	413	0
MSTRG.4888.1	0	3467	0
MSTRG.489.1	0	701	0
MSTRG.4899.1	0	309	0
MSTRG.490.1	0	350	0
MSTRG.4901.1	0	499	0
MSTRG.4910.1	0	1175	0
MSTRG.4912.1	0	3042	0
MSTRG.4915.1	0	1330	0
MSTRG.4923.2	0	8647	0
MSTRG.4926.1	0	1975	0
MSTRG.4927.1	0	628	0
MSTRG.4929.1	0	485	0
MSTRG.4942.1	0	1390	0
MSTRG.4957.1	0	1038	0
MSTRG.4960.1	0	1321	0
MSTRG.4966.1	187	4890	3.82413
MSTRG.4980.1	0	1037	0
MSTRG.4983.1	76	1301	5.84166
MSTRG.4984.1	0	225	0
MSTRG.50.1	0	894	0
MSTRG.5016.1	0	1356	0
MSTRG.5021.1	0	732	0
MSTRG.5022.1	133	754	17.6393
MSTRG.5037.1	20	222	9.00901
MSTRG.5047.1	0	229	0
MSTRG.5052.1	0	273	0
MSTRG.5058.1	0	204	0
MSTRG.5062.1	0	585	0
MSTRG.5073.4	70	2418	2.89495
MSTRG.5091.1	0	560	0
MSTRG.5098.1	0	5223	0
MSTRG.5099.4	0	4249	0
MSTRG.5100.1	0	207	0
MSTRG.5102.1	140	307	45.6026
MSTRG.5108.1	0	769	0
MSTRG.5139.1	0	452	0
MSTRG.5154.5	0	2552	0
MSTRG.5161.1	40	760	5.26316
MSTRG.5175.1	0	932	0
MSTRG.5176.1	0	514	0
MSTRG.5181.1	0	202	0
MSTRG.5182.2	62	2836	2.18618
MSTRG.5184.3	62	533	11.6323
MSTRG.5189.1	0	1128	0
MSTRG.519.7	0	1651	0
MSTRG.5200.2	0	1335	0
MSTRG.5213.1	68	3703	1.83635
MSTRG.522.1	36	650	5.53846
MSTRG.5227.1	0	2322	0
MSTRG.5235.1	0	2264	0
MSTRG.5240.1	0	924	0
MSTRG.5245.1	0	276	0
MSTRG.5252.1	92	1556	5.9126
MSTRG.5254.1	465	1228	37.8664
MSTRG.5261.1	0	541	0
MSTRG.5276.1	87	2185	3.98169
MSTRG.5280.1	0	824	0
MSTRG.5286.1	0	343	0
MSTRG.5288.2	0	1883	0
MSTRG.5289.1	0	283	0
MSTRG.5290.1	0	2436	0
MSTRG.5292.1	0	241	0
MSTRG.53.1	0	1516	0
MSTRG.5311.1	0	482	0
MSTRG.5321.1	498	2737	18.1951
MSTRG.5330.1	120	2564	4.68019
MSTRG.5336.1	137	273	50.1832
MSTRG.5345.1	0	1723	0
MSTRG.5347.1	278	1019	27.2816
MSTRG.5350.1	49	1824	2.6864
MSTRG.5352.1	163	954	17.086
MSTRG.5370.1	41	891	4.60157
MSTRG.5376.1	101	226	44.6903
MSTRG.5377.1	641	1571	40.802
MSTRG.5391.2	0	404	0
MSTRG.5407.1	0	1003	0
MSTRG.5411.1	0	382	0
MSTRG.541.2	747	4334	17.2358
MSTRG.5419.1	0	2479	0
MSTRG.5421.1	0	403	0
MSTRG.5423.1	57	913	6.24315
MSTRG.5447.1	0	219	0
MSTRG.5453.1	0	311	0
MSTRG.5462.1	0	1738	0
MSTRG.5463.1	0	2636	0
MSTRG.5470.1	0	2055	0
MSTRG.5478.1	0	829	0
MSTRG.548.1	0	1404	0
MSTRG.5481.1	0	466	0
MSTRG.5487.2	0	570	0
MSTRG.5503.1	0	957	0
MSTRG.551.1	0	469	0
MSTRG.5520.1	0	322	0
MSTRG.5522.1	0	959	0
MSTRG.5523.1	0	370	0
MSTRG.5526.1	0	251	0
MSTRG.5542.3	0	4156	0
MSTRG.5543.1	0	3927	0
MSTRG.5544.1	0	323	0
MSTRG.5549.1	394	1248	31.5705
MSTRG.556.4	0	828	0
MSTRG.557.1	0	406	0
MSTRG.5591.1	0	898	0
MSTRG.5592.1	0	2704	0
MSTRG.5593.1	0	760	0
MSTRG.5597.1	23	1124	2.04626
MSTRG.5606.1	0	526	0
MSTRG.5611.2	0	1498	0
MSTRG.5619.1	0	4445	0
MSTRG.5631.1	0	212	0
MSTRG.5634.2	0	874	0
MSTRG.5638.1	0	202	0
MSTRG.5639.1	79	2361	3.34604
MSTRG.5653.1	0	1266	0
MSTRG.5662.1	0	2138	0
MSTRG.5667.1	0	1898	0
MSTRG.5668.1	0	280	0
MSTRG.5669.1	259	4431	5.84518
MSTRG.5670.1	5	218	2.29358
MSTRG.5685.1	0	2360	0
MSTRG.5688.1	0	1445	0
MSTRG.5689.1	0	288	0
MSTRG.5690.1	0	286	0
MSTRG.5694.1	687	1615	42.5387
MSTRG.5695.1	138	430	32.093
MSTRG.5697.2	118	2084	5.66219
MSTRG.5698.10	59	524	11.2595
MSTRG.570.1	0	248	0
MSTRG.5710.1	0	759	0
MSTRG.571.1	0	251	0
MSTRG.5718.1	0	1349	0
MSTRG.572.1	0	221	0
MSTRG.5725.2	0	1759	0
MSTRG.5731.1	0	783	0
MSTRG.5736.1	0	592	0
MSTRG.5738.1	0	302	0
MSTRG.5744.1	0	463	0
MSTRG.5751.1	0	1354	0
MSTRG.5753.1	0	1708	0
MSTRG.5754.1	0	258	0
MSTRG.5759.1	0	797	0
MSTRG.576.1	0	939	0
MSTRG.5773.1	0	1712	0
MSTRG.5785.1	0	1646	0
MSTRG.5795.2	0	404	0
MSTRG.5807.1	62	584	10.6164
MSTRG.58.1	0	422	0
MSTRG.5820.1	149	1725	8.63768
MSTRG.5828.1	79	1156	6.83391
MSTRG.5829.1	0	443	0
MSTRG.5833.1	0	262	0
MSTRG.5839.1	59	1767	3.33899
MSTRG.5841.1	0	1415	0
MSTRG.5852.1	19	494	3.84615
MSTRG.586.1	0	1245	0
MSTRG.5861.1	76	2738	2.77575
MSTRG.5866.1	0	327	0
MSTRG.5877.1	46	1043	4.41035
MSTRG.5878.1	0	625	0
MSTRG.588.1	0	1216	0
MSTRG.5891.1	0	1439	0
MSTRG.5892.1	0	989	0
MSTRG.5895.1	0	780	0
MSTRG.5899.1	0	276	0
MSTRG.59.2	0	1196	0
MSTRG.5921.1	0	550	0
MSTRG.5923.1	30	798	3.7594
MSTRG.5932.1	43	3320	1.29518
MSTRG.5933.1	0	874	0
MSTRG.5938.1	61	291	20.9622
MSTRG.5943.1	146	2390	6.10879
MSTRG.5946.1	0	1329	0
MSTRG.5948.1	48	2939	1.63321
MSTRG.5950.1	0	936	0
MSTRG.5953.1	23	538	4.27509
MSTRG.5955.1	0	1574	0
MSTRG.5959.1	0	551	0
MSTRG.5961.1	0	1425	0
MSTRG.5969.1	0	265	0
MSTRG.5975.2	154	2807	5.48628
MSTRG.5977.1	0	202	0
MSTRG.5978.1	154	1278	12.0501
MSTRG.6006.1	655	1502	43.6085
MSTRG.6011.1	38	1522	2.49671
MSTRG.6012.1	38	2126	1.78739
MSTRG.6015.1	0	425	0
MSTRG.6028.1	0	4294	0
MSTRG.6029.1	0	3761	0
MSTRG.6031.1	0	1745	0
MSTRG.6038.1	194	868	22.3502
MSTRG.6052.1	0	368	0
MSTRG.6059.1	0	449	0
MSTRG.6073.1	0	268	0
MSTRG.6075.1	0	242	0
MSTRG.6079.1	0	525	0
MSTRG.6081.1	0	220	0
MSTRG.6083.1	0	847	0
MSTRG.6088.1	0	1512	0
MSTRG.6101.4	0	2764	0
MSTRG.61.1	0	1567	0
MSTRG.6120.1	0	291	0
MSTRG.613.1	0	416	0
MSTRG.6133.1	0	1076	0
MSTRG.6140.1	0	538	0
MSTRG.6141.1	0	1294	0
MSTRG.6146.1	0	375	0
MSTRG.6152.1	0	418	0
MSTRG.6153.1	0	895	0
MSTRG.6159.1	0	940	0
MSTRG.6166.1	0	287	0
MSTRG.6167.1	0	1043	0
MSTRG.6170.1	0	528	0
MSTRG.6172.1	55	2545	2.1611
MSTRG.6175.6	0	1287	0
MSTRG.6181.1	0	249	0
MSTRG.6193.1	0	337	0
MSTRG.6199.1	0	1667	0
MSTRG.6203.1	0	584	0
MSTRG.6221.1	0	1069	0
MSTRG.6236.2	0	1664	0
MSTRG.6266.1	0	889	0
MSTRG.6268.1	0	1440	0
MSTRG.627.1	91	5273	1.72577
MSTRG.628.1	52	1403	3.70634
MSTRG.6282.1	0	266	0
MSTRG.6283.1	0	2290	0
MSTRG.6286.2	0	12006	0
MSTRG.6287.1	0	486	0
MSTRG.6288.1	0	876	0
MSTRG.6289.1	0	1979	0
MSTRG.6290.1	0	2118	0
MSTRG.6291.2	0	2963	0
MSTRG.629.2	52	3163	1.64401
MSTRG.6292.1	0	840	0
MSTRG.630.1	0	1656	0
MSTRG.6307.1	0	1569	0
MSTRG.63.1	0	1781	0
MSTRG.6314.1	0	688	0
MSTRG.6316.2	224	5777	3.87745
MSTRG.6329.1	89	381	23.3596
MSTRG.633.1	58	1319	4.39727
MSTRG.6333.1	0	659	0
MSTRG.6346.1	0	494	0
MSTRG.6349.1	0	1075	0
MSTRG.637.3	0	1169	0
MSTRG.6374.2	0	3561	0
MSTRG.6375.1	0	322	0
MSTRG.6381.1	0	1639	0
MSTRG.6382.2	73	2052	3.5575
MSTRG.6389.3	0	2031	0
MSTRG.6392.5	134	1427	9.39033
MSTRG.6395.1	0	663	0
MSTRG.6396.1	0	421	0
MSTRG.6398.1	0	541	0
MSTRG.640.2	0	1561	0
MSTRG.6402.1	0	3450	0
MSTRG.6404.1	0	437	0
MSTRG.6410.6	0	2581	0
MSTRG.6415.1	0	415	0
MSTRG.6444.9	0	1544	0
MSTRG.6446.1	0	3710	0
MSTRG.6447.1	0	472	0
MSTRG.6451.1	0	1103	0
MSTRG.6452.1	46	2086	2.20518
MSTRG.6453.1	87	803	10.8344
MSTRG.6454.4	0	2248	0
MSTRG.6457.2	64	3880	1.64948
MSTRG.6465.1	0	1199	0
MSTRG.647.1	0	667	0
MSTRG.6471.1	0	749	0
MSTRG.6472.1	623	2495	24.9699
MSTRG.6478.1	0	1622	0
MSTRG.6479.1	61	4716	1.29347
MSTRG.6488.1	612	2948	20.7598
MSTRG.649.1	0	4079	0
MSTRG.6491.1	0	2051	0
MSTRG.6492.1	0	526	0
MSTRG.6494.1	0	544	0
MSTRG.6499.1	0	645	0
MSTRG.6515.1	0	408	0
MSTRG.6516.1	0	1276	0
MSTRG.6521.1	0	1119	0
MSTRG.6532.1	0	2007	0
MSTRG.6541.1	12	2131	0.563116
MSTRG.6547.1	374	374	100
MSTRG.6549.1	0	437	0
MSTRG.6551.1	43	4753	0.904692
MSTRG.6556.1	0	499	0
MSTRG.6571.2	0	340	0
MSTRG.6572.1	0	290	0
MSTRG.6573.5	0	1890	0
MSTRG.6587.1	0	383	0
MSTRG.6608.1	0	755	0
MSTRG.6609.1	0	2880	0
MSTRG.6610.4	202	2648	7.6284
MSTRG.6612.1	52	347	14.9856
MSTRG.6623.1	0	369	0
MSTRG.6637.1	89	534	16.6667
MSTRG.6643.1	265	5017	5.28204
MSTRG.6651.1	0	618	0
MSTRG.6665.1	51	2294	2.22319
MSTRG.6666.1	0	201	0
MSTRG.6679.4	0	1328	0
MSTRG.6682.1	0	501	0
MSTRG.6691.2	0	1524	0
MSTRG.6696.1	0	1818	0
MSTRG.6701.5	0	1401	0
MSTRG.6706.1	427	2098	20.3527
MSTRG.6712.1	0	598	0
MSTRG.6714.1	0	932	0
MSTRG.6716.1	0	374	0
MSTRG.6720.1	0	552	0
MSTRG.6742.1	0	2592	0
MSTRG.6743.1	0	534	0
MSTRG.6744.1	0	1718	0
MSTRG.6755.1	0	1330	0
MSTRG.6760.1	48	2127	2.2567
MSTRG.676.1	739	4405	16.7764
MSTRG.6765.1	0	1911	0
MSTRG.6768.6	0	2924	0
MSTRG.6772.1	0	699	0
MSTRG.677.3	0	710	0
MSTRG.6773.1	210	4648	4.51807
MSTRG.6775.1	0	228	0
MSTRG.6776.1	0	1481	0
MSTRG.6778.1	0	1385	0
MSTRG.6782.1	0	3996	0
MSTRG.6789.1	0	715	0
MSTRG.679.1	0	649	0
MSTRG.6803.1	0	2685	0
MSTRG.6805.1	0	2926	0
MSTRG.6816.1	0	1494	0
MSTRG.6828.1	0	2993	0
MSTRG.683.1	144	4062	3.54505
MSTRG.6833.1	54	1682	3.21046
MSTRG.6835.1	0	3007	0
MSTRG.6838.2	0	1687	0
MSTRG.6842.1	0	639	0
MSTRG.6846.1	0	1788	0
MSTRG.6849.1	0	4994	0
MSTRG.6850.1	0	2021	0
MSTRG.6851.1	0	2291	0
MSTRG.6854.4	248	4903	5.05813
MSTRG.6862.2	0	637	0
MSTRG.6867.1	0	1002	0
MSTRG.6889.1	0	625	0
MSTRG.6891.1	302	2262	13.351
MSTRG.6900.1	0	1253	0
MSTRG.6911.1	0	584	0
MSTRG.6912.13	0	1038	0
MSTRG.6914.1	0	827	0
MSTRG.6915.1	0	387	0
MSTRG.6916.1	0	824	0
MSTRG.6929.1	0	240	0
MSTRG.6941.1	0	1367	0
MSTRG.6955.1	43	4200	1.02381
MSTRG.6979.1	0	1370	0
MSTRG.6990.2	28	408	6.86275
MSTRG.6999.1	0	621	0
MSTRG.7010.1	0	1187	0
MSTRG.701.1	0	1950	0
MSTRG.7016.1	4	3290	0.121581
MSTRG.7018.1	0	3628	0
MSTRG.7021.3	0	1650	0
MSTRG.7026.1	0	689	0
MSTRG.7035.1	0	475	0
MSTRG.704.1	0	946	0
MSTRG.7058.3	0	4238	0
MSTRG.7059.1	32	3231	0.990405
MSTRG.7063.1	0	415	0
MSTRG.7064.1	0	589	0
MSTRG.7065.1	0	3663	0
MSTRG.7066.1	0	261	0
MSTRG.7067.1	0	269	0
MSTRG.7068.1	0	413	0
MSTRG.7069.1	0	310	0
MSTRG.7070.1	72	2303	3.12636
MSTRG.707.1	0	2427	0
MSTRG.7076.1	0	228	0
MSTRG.7082.2	500	1617	30.9215
MSTRG.71.1	0	753	0
MSTRG.7126.1	0	951	0
MSTRG.7127.1	0	1494	0
MSTRG.7132.1	0	226	0
MSTRG.7143.4	0	261	0
MSTRG.7148.1	89	221	40.2715
MSTRG.7149.1	0	312	0
MSTRG.715.1	46	2516	1.8283
MSTRG.7151.2	0	587	0
MSTRG.716.1	0	695	0
MSTRG.7191.1	0	386	0
MSTRG.7197.1	0	803	0
MSTRG.7216.1	0	4109	0
MSTRG.7220.1	0	3310	0
MSTRG.7229.1	0	942	0
MSTRG.7232.1	0	277	0
MSTRG.7239.2	100	2410	4.14938
MSTRG.7245.1	0	320	0
MSTRG.7249.1	0	313	0
MSTRG.7250.1	0	669	0
MSTRG.7253.2	71	2653	2.67622
MSTRG.7254.1	71	605	11.7355
MSTRG.7276.1	0	1878	0
MSTRG.7280.2	72	1348	5.34125
MSTRG.7286.1	0	288	0
MSTRG.7287.1	0	236	0
MSTRG.7290.1	87	1403	6.201
MSTRG.729.1	496	3843	12.9066
MSTRG.7291.1	0	301	0
MSTRG.7292.1	0	365	0
MSTRG.7293.1	0	277	0
MSTRG.7304.1	0	1304	0
MSTRG.7311.1	141	2483	5.67861
MSTRG.7312.7	0	694	0
MSTRG.7315.1	428	3768	11.3588
MSTRG.7324.2	285	5490	5.19126
MSTRG.7325.1	0	306	0
MSTRG.7327.2	0	1469	0
MSTRG.7331.1	0	641	0
MSTRG.7345.1	0	1260	0
MSTRG.7350.2	456	1751	26.0423
MSTRG.7353.1	65	2128	3.05451
MSTRG.7354.1	0	263	0
MSTRG.7355.1	73	5491	1.32945
MSTRG.7357.1	0	2286	0
MSTRG.7366.1	37	3219	1.14943
MSTRG.7367.1	0	386	0
MSTRG.7368.1	114	4855	2.34809
MSTRG.7369.1	114	1812	6.29139
MSTRG.7372.2	0	825	0
