afla	afum	anid	anig	myID
F9C07_1528712	Afu3g13990	AN2489	An09g04660	myID2703
F9C07_3868	Afu3g14000	AN2490	An09g04650	myID2704
F9C07_2202802	Afu3g14010	AN2491	An09g04640	myID2705
F9C07_3866	Afu3g14020	AN2492	An09g04620	myID2706
F9C07_3863	Afu3g14040	AN2495	An09g04600	myID2707
F9C07_3862	Afu3g14050	AN2496	An09g04590	myID2708
F9C07_3861	Afu3g14060	AN2497	An09g04580	myID2709
F9C07_2283347	Afu3g14090	AN2498	An09g04540	myID2710
F9C07_2232432	Afu3g14100	AN2499	An09g04530	myID2711
F9C07_1526094	Afu3g14110	AN2500	An09g04520	myID2712
F9C07_3790	Afu3g14120	AN2501	An09g04510	myID2713
F9C07_2283359	Afu3g14140	AN2503	An09g04470	myID2714
F9C07_3795	Afu3g14150	AN2505	An09g04440	myID2715
F9C07_2172107	Afu3g14230	AN2516	An09g04300	myID2716
F9C07_2286785	Afu3g14240	AN2508	An09g04280	myID2717
F9C07_11549	Afu3g14250	AN2509	An09g04250	myID2718
F9C07_11542	Afu3g14270	AN2515	An09g04070	myID2719
F9C07_1825357	Afu3g14280	AN2514	An09g04080	myID2720
F9C07_2286789	Afu3g14290	AN2513	An09g04090	myID2721
F9C07_11538	Afu3g14300	AN2510	An09g04130	myID2722
F9C07_2233716	Afu3g14310	AN2517	An09g04145	myID2723
F9C07_6684	Afu3g14320	AN2518	An09g04170	myID2724
F9C07_6683	Afu3g14330	AN2520	An09g04180	myID2725
F9C07_2110131	Afu3g14340	AN2511	An09g04120	myID2726
F9C07_2236305	Afu3g14350	AN10315	An09g04110	myID2727
F9C07_2286792	Afu3g14370	AN10316	An09g04100	myID2728
F9C07_2233719	Afu3g14380	AN2521	An09g04190	myID2729
F9C07_2284487	Afu3g14410	AN2522	An09g04050	myID2730
F9C07_2233731	Afu3g14420	AN2523	An09g04010	myID2731
F9C07_6667	Afu3g14430	AN10324	An09g04000	myID2732
F9C07_2233733	Afu3g14440	AN11347	An09g03990	myID2733
F9C07_6665	Afu3g14445	AN10317	An09g03980	myID2734
F9C07_6663	Afu3g14460	AN10322	An09g03970	myID2735
F9C07_1633386	Afu3g14470	AN2525	An09g03960	myID2736
F9C07_6639	Afu3g14490	AN2526	An09g03940	myID2737
F9C07_6638	Afu3g14500	AN2527	An09g02120	myID2738
F9C07_6637	Afu3g14510	AN2528	An09g02160	myID2739
F9C07_2284519	Afu3g14520	AN2529	An09g02050	myID2740
F9C07_2233766	Afu3g14550	AN11961	An09g01660	myID2741
F9C07_2233767	Afu3g14560	AN2531	An09g01650	myID2742
F9C07_6568	Afu3g14590	AN2532	An09g01550	myID2743
F9C07_2072875	Afu3g14600	AN11962	An09g01540	myID2744
F9C07_6559	Afu3g14620	AN2534	An09g01190	myID2745
F9C07_6555	Afu3g14660	AN2535	An09g01230	myID2746
F9C07_6549	Afu3g14880	AN10323	An09g01170	myID2747
F9C07_6492	Afu3g15000	AN2562	An09g01110	myID2748
F9C07_2284638	Afu3g15010	AN2561	An09g01100	myID2749
F9C07_2258619	Afu3g15020	AN2560	An09g01090	myID2750
F9C07_2284636	Afu3g15030	AN2559	An09g01080	myID2751
F9C07_2284635	Afu3g15040	AN2576	An09g01070	myID2752
F9C07_2278387	Afu4g00930	AN3231	An18g01490	myID2753
F9C07_1823	Afu4g00950	AN3224	An18g01610	myID2754
F9C07_2226744	Afu4g00960	AN3223	An18g01670	myID2755
F9C07_2133213	Afu4g00970	AN3222	An18g01690	myID2756
F9C07_1827	Afu4g00990	AN3220	An18g01700	myID2757
F9C07_1352762	Afu4g01010	AN3217	An18g01840	myID2758
F9C07_2278373	Afu4g01020	AN3214	An18g01860	myID2759
F9C07_2256059	Afu4g01560	AN3210	An14g02700	myID2760
F9C07_2285761	Afu4g02650	AN3204	An14g02880	myID2761
F9C07_2285768	Afu4g02830	AN3205	An14g02870	myID2762
F9C07_8004	Afu4g02860	AN3196	An14g02920	myID2763
F9C07_8022	Afu4g02920	AN3190	An14g02990	myID2764
F9C07_2215063	Afu4g02930	AN10380	An14g03000	myID2765
F9C07_8024	Afu4g02940	AN10378	An14g03010	myID2766
F9C07_3335	Afu4g02970	AN2477	An14g03020	myID2767
F9C07_2282985	Afu4g02990	AN2480	An14g03040	myID2768
F9C07_2155398	Afu4g03000	AN2481	An14g03050	myID2769
F9C07_1494418	Afu4g03020	AN2487	An14g03140	myID2770
F9C07_3344	Afu4g03030	AN2485	An14g03160	myID2771
F9C07_3345	Afu4g03050	AN2484	An14g03180	myID2772
F9C07_1833832	Afu4g03140	AN7185	An14g02230	myID2773
F9C07_5242	Afu4g03160	AN7184	An14g02210	myID2774
F9C07_5257	Afu4g03170	AN7183	An14g02200	myID2775
F9C07_5258	Afu4g03180	AN7182	An14g02190	myID2776
F9C07_2280507	Afu4g03210	AN7180	An14g02170	myID2777
F9C07_1836359	Afu4g03321	AN7175	An14g01980	myID2778
F9C07_5283	Afu4g03322	AN7177	An14g01990	myID2779
F9C07_2280517	Afu4g03320	AN7173	An14g02010	myID2780
F9C07_5306	Afu4g03330	AN7165	An14g01960	myID2781
F9C07_2280571	Afu4g03370	AN10905	An14g01850	myID2782
F9C07_2063014	Afu4g03390	AN10902	An14g02450	myID2783
F9C07_2280568	Afu4g03410	AN7169	An14g02460	myID2784
F9C07_2280581	Afu4g03460	AN7170	An14g02540	myID2785
F9C07_2280597	Afu4g03490	AN7159	An14g02470	myID2786
F9C07_5372	Afu4g03510	AN7150	An14g02590	myID2787
F9C07_2063612	Afu4g03595	AN7148	An14g01685	myID2788
F9C07_2280645	Afu4g03620	AN7149	An14g01630	myID2789
F9C07_2280656	Afu4g03630	AN7146	An14g01590	myID2790
F9C07_2229345	Afu4g03640	AN7145	An14g01580	myID2791
F9C07_5452	Afu4g03645	AN7144	An14g01570	myID2792
F9C07_2280659	Afu4g03650	AN7143	An14g01560	myID2793
F9C07_2280664	Afu4g03660	AN7142	An14g01550	myID2794
F9C07_5468	Afu4g03690	AN7141	An14g01440	myID2795
F9C07_5471	Afu4g03730	AN7139	An14g01430	myID2796
F9C07_2280710	Afu4g03760	AN10901	An14g01150	myID2797
F9C07_2280708	Afu4g03780	AN7135	An14g01130	myID2798
F9C07_5507	Afu4g03790	AN10900	An14g01120	myID2799
F9C07_5506	Afu4g03800	AN7131	An14g01110	myID2800
F9C07_2103423	Afu4g03810	AN10892	An14g01080	myID2801
F9C07_5504	Afu4g03820	AN7101	An14g01070	myID2802
F9C07_5503	Afu4g03830	AN7102	An14g01068	myID2803
F9C07_2144507	Afu4g03840	AN7103	An14g01060	myID2804
F9C07_2280701	Afu4g03850	AN7104	An14g01050	myID2805
F9C07_2280700	Afu4g03860	AN7105	An14g01030	myID2806
F9C07_5499	Afu4g03870	AN7106	An14g01020	myID2807
F9C07_2280698	Afu4g03880	AN7107	An14g01010	myID2808
F9C07_5484	Afu4g03890	AN7108	An14g01000	myID2809
F9C07_2280687	Afu4g03900	AN7111	An14g00990	myID2810
F9C07_2280695	Afu4g03920	AN7112	An14g00970	myID2811
F9C07_2280696	Afu4g03930	AN7113	An14g00960	myID2812
F9C07_2280697	Afu4g03940	AN10893	An14g00950	myID2813
F9C07_5483	Afu4g03945	AN7052	An14g00940	myID2814
F9C07_1844641	Afu4g03950	AN7051	An14g00930	myID2815
F9C07_1844436	Afu4g03960	AN7050	An14g00920	myID2816
F9C07_5480	Afu4g03970	AN7049	An14g00900	myID2817
F9C07_5479	Afu4g03980	AN7048	An14g00890	myID2818
F9C07_5478	Afu4g03990	AN7047	An14g00880	myID2819
F9C07_5477	Afu4g04000	AN12072	An14g00870	myID2820
F9C07_1846436	Afu4g04010	AN7046	An14g00860	myID2821
F9C07_13367	Afu4g04030	AN7044	An14g00840	myID2822
F9C07_2062151	Afu4g04040	AN7043	An14g00830	myID2823
F9C07_13364	Afu4g04060	AN7042	An14g00810	myID2824
F9C07_2063875	Afu4g04070	AN7041	An14g00800	myID2825
F9C07_13362	Afu4g04075	AN7040	An14g00780	myID2826
F9C07_2086842	Afu4g04080	AN7039	An14g00770	myID2827
F9C07_13359	Afu4g04090	AN7038	An14g00760	myID2828
F9C07_13392	Afu4g04100	AN7037	An14g00750	myID2829
F9C07_13391	Afu4g04110	AN7031	An14g00740	myID2830
F9C07_2281251	Afu4g04120	AN7030	An14g00710	myID2831
F9C07_2263301	Afu4g04130	AN7029	An14g00700	myID2832
F9C07_2147258	Afu4g04150	AN10876	An14g00680	myID2833
F9C07_1904523	Afu4g04160	AN12070	An14g00670	myID2834
F9C07_2147166	Afu4g04180	AN7032	An14g00660	myID2835
F9C07_13396	Afu4g04190	AN7033	An14g00640	myID2836
F9C07_13397	Afu4g04200	AN7034	An14g00630	myID2837
F9C07_2281241	Afu4g04210	AN7035	An14g00620	myID2838
F9C07_13402	Afu4g04220	AN7025	An14g00610	myID2839
F9C07_13404	Afu4g04230	AN7026	An14g00600	myID2840
F9C07_13408	Afu4g04270	AN7028	An14g00570	myID2841
F9C07_2281232	Afu4g04290	AN7019	An14g00560	myID2842
F9C07_1907894	Afu4g04300	AN7017	An14g00550	myID2843
F9C07_13413	Afu4g04310	AN7016	An14g00540	myID2844
F9C07_2229982	Afu4g04318	AN7011	An14g00530	myID2845
F9C07_2063677	Afu4g04320	AN7012	An14g00520	myID2846
F9C07_2281228	Afu4g04330	AN7013	An14g00510	myID2847
F9C07_2146929	Afu4g04350	AN7014	An14g00500	myID2848
F9C07_13418	Afu4g04355	AN12062	An14g00490	myID2849
F9C07_13419	Afu4g04360	AN7015	An14g00480	myID2850
F9C07_2062373	Afu4g04370	AN12061	An14g00470	myID2851
F9C07_2229975	Afu4g04390	AN7007	An14g00440	myID2852
F9C07_13422	Afu4g04410	AN7008	An14g00430	myID2853
F9C07_13425	Afu4g04420	AN7009	An14g00410	myID2854
F9C07_13426	Afu4g04430	AN7006	An14g00400	myID2855
F9C07_2229970	Afu4g04440	AN7005	An14g00390	myID2856
F9C07_2146910	Afu4g04450	AN7004	An14g00380	myID2857
F9C07_2281217	Afu4g04460	AN7003	An14g00370	myID2858
F9C07_2146907	Afu4g04465	AN7002	An14g00360	myID2859
F9C07_2063499	Afu4g04470	AN7001	An14g00350	myID2860
F9C07_13432	Afu4g04480	AN6997	An14g00340	myID2861
F9C07_2281213	Afu4g04502	AN6998	An14g00330	myID2862
F9C07_2103972	Afu4g04510	AN6999	An14g00320	myID2863
F9C07_2146895	Afu4g04520	AN7000	An14g00310	myID2864
F9C07_2103970	Afu4g04530	AN10875	An14g00300	myID2865
F9C07_2062113	Afu4g04540	AN12060	An14g00290	myID2866
F9C07_13438	Afu4g04550	AN6993	An14g00280	myID2867
F9C07_2229955	Afu4g04560	AN10882	An14g00260	myID2868
F9C07_13444	Afu4g04590	AN6996	An14g00250	myID2869
F9C07_13445	Afu4g04600	AN10879	An14g00240	myID2870
F9C07_13447	Afu4g04612	AN10874	An14g00230	myID2871
F9C07_2229949	Afu4g04620	AN10873	An14g00220	myID2872
F9C07_1893830	Afu4g04640	AN10877	An14g00200	myID2873
F9C07_1895830	Afu4g04650	AN10872	An14g00190	myID2874
F9C07_2281198	Afu4g04660	AN6988	An14g00180	myID2875
F9C07_2281197	Afu4g04670	AN6986	An14g00170	myID2876
F9C07_2281196	Afu4g04680	AN6985	An14g00160	myID2877
F9C07_13455	Afu4g04690	AN6984	An14g00150	myID2878
F9C07_13457	Afu4g04715	AN10871	An14g00110	myID2879
F9C07_2281192	Afu4g04720	AN6980	An14g00100	myID2880
F9C07_2146763	Afu4g04730	AN6979	An14g00090	myID2881
F9C07_2281190	Afu4g04740	AN6978	An14g00080	myID2882
F9C07_2062246	Afu4g04745	AN6977	An14g00070	myID2883
F9C07_2229935	Afu4g04750	AN6976	An14g00060	myID2884
F9C07_2281186	Afu4g04760	AN6975	An14g00040	myID2885
F9C07_13469	Afu4g04800	AN12058	An14g00020	myID2886
F9C07_13470	Afu4g04810	AN6974	An14g00010	myID2887
F9C07_2282124	Afu4g05840	AN4293	An04g00020	myID2888
F9C07_2282123	Afu4g05860	AN4297	An04g00060	myID2889
F9C07_2254947	Afu4g05880	AN4298	An04g00070	myID2890
F9C07_13472	Afu4g05890	AN10539	An04g00080	myID2891
F9C07_2231002	Afu4g05900	AN4299	An04g00100	myID2892
F9C07_2151418	Afu4g05910	AN4300	An04g00110	myID2893
F9C07_5142	Afu4g05915	AN4301	An04g00120	myID2894
F9C07_5141	Afu4g05920	AN4295	An04g00130	myID2895
F9C07_5139	Afu4g05940	AN4303	An04g00140	myID2896
F9C07_2065079	Afu4g05970	AN12152	An04g00170	myID2897
F9C07_2230994	Afu4g05980	AN4306	An04g00180	myID2898
F9C07_5135	Afu4g05990	AN4307	An04g00200	myID2899
F9C07_5134	Afu4g06000	AN4308	An04g00210	myID2900
F9C07_5133	Afu4g06010	AN4309	An04g00220	myID2901
F9C07_5132	Afu4g06020	AN4310	An04g00230	myID2902
F9C07_5130	Afu4g06030	AN4311	An04g00250	myID2903
F9C07_5128	Afu4g06040	AN4312	An04g00270	myID2904
F9C07_2282107	Afu4g06060	AN4314	An04g00300	myID2905
F9C07_2201900	Afu4g06080	AN4316	An04g00340	myID2906
F9C07_5123	Afu4g06090	AN4317	An04g00360	myID2907
F9C07_2282103	Afu4g06100	AN4318	An04g00370	myID2908
F9C07_5121	Afu4g06110	AN4319	An04g00380	myID2909
F9C07_1424777	Afu4g06120	AN4320	An04g00390	myID2910
F9C07_2230978	Afu4g06140	AN10540	An04g00410	myID2911
F9C07_5116	Afu4g06150	AN4322	An04g00420	myID2912
F9C07_5114	Afu4g06160	AN4323	An04g00430	myID2913
F9C07_2282097	Afu4g06170	AN4324	An04g00480	myID2914
F9C07_2088453	Afu4g06180	AN10546	An04g00490	myID2915
F9C07_2230973	Afu4g06190	AN10541	An04g00500	myID2916
F9C07_1425097	Afu4g06210	AN10542	An04g00510	myID2917
F9C07_2230971	Afu4g06220	AN10547	An04g00520	myID2918
F9C07_2151245	Afu4g06230	AN4328	An04g00530	myID2919
F9C07_5107	Afu4g06240	AN4329	An04g00560	myID2920
F9C07_5106	Afu4g06250	AN4330	An04g00570	myID2921
F9C07_5105	Afu4g06260	AN4331	An04g00580	myID2922
F9C07_5103	Afu4g06290	AN4332	An04g00600	myID2923
F9C07_5102	Afu4g06300	AN4333	An04g00630	myID2924
F9C07_2151182	Afu4g06330	AN4341	An04g00660	myID2925
F9C07_2282082	Afu4g06340	AN4342	An04g00670	myID2926
F9C07_5095	Afu4g06350	AN4346	An04g00680	myID2927
F9C07_5094	Afu4g06360	AN4347	An04g00690	myID2928
F9C07_5092	Afu4g06380	AN4353	An04g00740	myID2929
F9C07_2151154	Afu4g06390	AN4352	An04g00750	myID2930
F9C07_5090	Afu4g06400	AN4351	An04g00760	myID2931
F9C07_2282072	Afu4g06420	AN10548	An04g00780	myID2932
F9C07_2282071	Afu4g06460	AN10544	An04g00790	myID2933
F9C07_2282070	Afu4g06480	AN4349	An04g00800	myID2934
F9C07_1419648	Afu4g06490	AN4365	An04g00870	myID2935
F9C07_1421149	Afu4g06520	AN4364	An04g00860	myID2936
F9C07_2282067	Afu4g06530	AN4361	An04g00850	myID2937
F9C07_2230943	Afu4g06540	AN4360	An04g00840	myID2938
F9C07_5081	Afu4g06550	AN4359	An04g00830	myID2939
F9C07_2254851	Afu4g06560	AN4358	An04g00820	myID2940
F9C07_5074	Afu4g06570	AN4369	An04g00880	myID2941
F9C07_2230935	Afu4g06600	AN4377	An04g00910	myID2942
F9C07_5069	Afu4g06610	AN4375	An04g00930	myID2943
F9C07_5066	Afu4g06620	AN4376	An04g00990	myID2944
F9C07_2150982	Afu4g06630	AN4378	An04g00960	myID2945
F9C07_2282048	Afu4g06690	AN4380	An04g01080	myID2946
F9C07_5058	Afu4g06700	AN4381	An04g01090	myID2947
F9C07_5057	Afu4g06710	AN4382	An04g01100	myID2948
F9C07_5056	Afu4g06730	AN4383	An04g01110	myID2949
F9C07_2282044	Afu4g06740	AN4384	An04g01120	myID2950
F9C07_2150936	Afu4g06750	AN4385	An04g01130	myID2951
F9C07_5052	Afu4g06760	AN4386	An04g01160	myID2952
F9C07_2282039	Afu4g06780	AN4387	An04g01190	myID2953
F9C07_5048	Afu4g06790	AN4388	An04g01200	myID2954
F9C07_5047	Afu4g06800	AN4389	An04g01210	myID2955
F9C07_2282036	Afu4g06820	AN4390	An04g01230	myID2956
F9C07_5040	Afu4g06830	AN4399	An04g01350	myID2957
F9C07_2282032	Afu4g06840	AN4398	An04g01360	myID2958
F9C07_5044	Afu4g06870	AN4395	An04g01260	myID2959
F9C07_5045	Afu4g06880	AN4394	An04g01250	myID2960
F9C07_2065723	Afu4g06900	AN4401	An04g01340	myID2961
F9C07_2282027	Afu4g06930	AN4404	An04g01330	myID2962
F9C07_2282026	Afu4g06940	AN4405	An04g01320	myID2963
F9C07_2282025	Afu4g06950	AN4406	An04g01310	myID2964
F9C07_2282024	Afu4g06960	AN12229	An04g01300	myID2965
F9C07_5032	Afu4g06970	AN4407	An04g01290	myID2966
F9C07_2230897	Afu4g06980	AN4429	An04g01380	myID2967
F9C07_5030	Afu4g06990	AN4428	An04g01390	myID2968
F9C07_1410641	Afu4g07000	AN4426	An04g01410	myID2969
F9C07_1410639	Afu4g07010	AN4425	An04g01420	myID2970
F9C07_5025	Afu4g07030	AN4423	An04g01430	myID2971
F9C07_2230880	Afu4g07040	AN4422	An04g01440	myID2972
F9C07_1407666	Afu4g07050	AN4421	An04g01450	myID2973
F9C07_5013	Afu4g07060	AN10552	An04g01460	myID2974
F9C07_2230877	Afu4g07070	AN10554	An04g01470	myID2975
F9C07_1408359	Afu4g07080	AN4419	An04g01480	myID2976
F9C07_2150734	Afu4g07090	AN4418	An04g01500	myID2977
F9C07_5009	Afu4g07100	AN4417	An04g01520	myID2978
F9C07_5008	Afu4g07110	AN4416	An04g01530	myID2979
F9C07_5007	Afu4g07120	AN4415	An04g01535	myID2980
F9C07_5006	Afu4g07130	AN4414	An04g01540	myID2981
F9C07_2230870	Afu4g07140	AN10551	An04g01550	myID2982
F9C07_2282004	Afu4g07150	AN10553	An04g01560	myID2983
F9C07_2064665	Afu4g07160	AN4412	An04g01570	myID2984
F9C07_1407622	Afu4g07170	AN4411	An04g01580	myID2985
F9C07_5001	Afu4g07180	AN4410	An04g01590	myID2986
F9C07_2282001	Afu4g07200	AN4408	An04g01600	myID2987
F9C07_2282000	Afu4g07210	AN4430	An04g01610	myID2988
F9C07_2281999	Afu4g07220	AN4431	An04g01620	myID2989
F9C07_2281998	Afu4g07230	AN4432	An04g01630	myID2990
F9C07_2281997	Afu4g07240	AN4433	An04g01640	myID2991
F9C07_4994	Afu4g07250	AN4434	An04g01650	myID2992
F9C07_2281995	Afu4g07260	AN4435	An04g01660	myID2993
F9C07_2281993	Afu4g07280	AN10558	An04g01670	myID2994
F9C07_4989	Afu4g07290	AN10555	An04g01680	myID2995
F9C07_4986	Afu4g07310	AN4439	An04g01700	myID2996
F9C07_4985	Afu4g07320	AN4440	An04g01710	myID2997
F9C07_4984	Afu4g07330	AN4441	An04g01720	myID2998
F9C07_4983	Afu4g07340	AN10556	An04g01730	myID2999
F9C07_4982	Afu4g07350	AN10559	An04g01740	myID3000
F9C07_2281987	Afu4g07360	AN4443	An04g01750	myID3001
F9C07_1406028	Afu4g07370	AN4444	An04g01760	myID3002
F9C07_4979	Afu4g07380	AN4445	An04g01770	myID3003
F9C07_4978	Afu4g07390	AN4446	An04g01780	myID3004
F9C07_4977	Afu4g07400	AN4447	An04g01790	myID3005
F9C07_1405805	Afu4g07420	AN4449	An04g01800	myID3006
F9C07_2281983	Afu4g07430	AN4450	An04g01810	myID3007
F9C07_4973	Afu4g07435	AN4452	An04g01820	myID3008
F9C07_2230837	Afu4g07460	AN4453	An04g01830	myID3009
F9C07_1398854	Afu4g07490	AN4455	An04g01850	myID3010
F9C07_4969	Afu4g07500	AN4456	An04g01860	myID3011
F9C07_4968	Afu4g07510	AN4457	An04g01870	myID3012
F9C07_1400221	Afu4g07520	AN4458	An04g01880	myID3013
F9C07_2064379	Afu4g07530	AN4459	An04g01890	myID3014
F9C07_4965	Afu4g07540	AN4460	An04g01900	myID3015
F9C07_4964	Afu4g07550	AN4461	An04g01910	myID3016
F9C07_4963	Afu4g07560	AN4472	An04g01920	myID3017
F9C07_4962	Afu4g07570	AN4471	An04g01930	myID3018
F9C07_4961	Afu4g07580	AN4470	An04g01940	myID3019
F9C07_2281971	Afu4g07590	AN11231	An04g01950	myID3020
F9C07_4959	Afu4g07600	AN9433	An04g01960	myID3021
F9C07_4958	Afu4g07605	AN11230	An04g01970	myID3022
F9C07_4957	Afu4g07610	AN9434	An04g01980	myID3023
F9C07_2281969	Afu4g07620	AN9435	An04g01990	myID3024
F9C07_4955	Afu4g07630	AN4469	An04g02000	myID3025
F9C07_2150579	Afu4g07640	AN4468	An04g02010	myID3026
F9C07_2150578	Afu4g07650	AN4467	An04g02020	myID3027
F9C07_4952	Afu4g07660	AN10557	An04g02030	myID3028
F9C07_1397769	Afu4g07670	AN10560	An04g02040	myID3029
F9C07_4950	Afu4g07680	AN4465	An04g02050	myID3030
F9C07_2281963	Afu4g07690	AN4464	An04g02060	myID3031
F9C07_2150530	Afu4g07700	AN4463	An04g02070	myID3032
F9C07_2281961	Afu4g07710	AN4462	An04g02090	myID3033
F9C07_4945	Afu4g07720	AN4473	An04g02100	myID3034
F9C07_2281959	Afu4g07725	AN4474	An04g02110	myID3035
F9C07_2281958	Afu4g07730	AN4475	An04g02120	myID3036
F9C07_2242699	Afu4g07740	AN10561	An04g02130	myID3037
F9C07_4941	Afu4g07750	AN10568	An04g02140	myID3038
F9C07_4940	Afu4g07760	AN4477	An04g02150	myID3039
F9C07_4939	Afu4g07770	AN4478	An04g02160	myID3040
F9C07_4938	Afu4g07780	AN3869	An04g02190	myID3041
F9C07_4937	Afu4g07790	AN3868	An04g02200	myID3042
F9C07_4936	Afu4g07800	AN3867	An04g02210	myID3043
F9C07_4935	Afu4g07810	AN3866	An04g02220	myID3044
F9C07_2281950	Afu4g07820	AN3865	An04g02230	myID3045
F9C07_4933	Afu4g07835	AN3864	An04g02240	myID3046
F9C07_4932	Afu4g07845	AN11419	An04g02260	myID3047
F9C07_4918	Afu4g07870	AN3849	An04g02380	myID3048
F9C07_1400741	Afu4g07880	AN3851	An04g02350	myID3049
F9C07_4922	Afu4g07890	AN3852	An04g02340	myID3050
F9C07_2220726	Afu4g07910	AN3853	An04g02320	myID3051
F9C07_4925	Afu4g07930	AN3854	An04g02310	myID3052
F9C07_4926	Afu4g07940	AN3855	An04g02300	myID3053
F9C07_1400318	Afu4g07970	AN10470	An04g02280	myID3054
F9C07_4929	Afu4g07980	AN10478	An04g02270	myID3055
F9C07_4915	Afu4g07990	AN10480	An04g02410	myID3056
F9C07_2281930	Afu4g08020	AN3844	An04g02450	myID3057
F9C07_1397859	Afu4g08030	AN3843	An04g02460	myID3058
F9C07_2201776	Afu4g08040	AN3842	An04g02470	myID3059
F9C07_4908	Afu4g08050	AN3841	An04g02480	myID3060
F9C07_4907	Afu4g08060	AN3840	An04g02490	myID3061
F9C07_4906	Afu4g08070	AN3839	An04g02500	myID3062
F9C07_4905	Afu4g08080	AN3838	An04g02510	myID3063
F9C07_2230772	Afu4g08090	AN3834	An04g02530	myID3064
F9C07_1397621	Afu4g08100	AN3833	An04g02540	myID3065
F9C07_4902	Afu4g08110	AN3832	An04g02550	myID3066
F9C07_2281918	Afu4g08130	AN3831	An04g02570	myID3067
F9C07_2104746	Afu4g08140	AN3830	An04g02580	myID3068
F9C07_2150249	Afu4g08180	AN3828	An04g02620	myID3069
F9C07_2281914	Afu4g08190	AN3827	An04g02640	myID3070
F9C07_1397317	Afu4g08200	AN3826	An04g02650	myID3071
F9C07_2230760	Afu4g08210	AN3825	An04g02660	myID3072
F9C07_4874	Afu4g08280	AN1706	An04g02880	myID3073
F9C07_2150170	Afu4g08290	AN11889	An04g02890	myID3074
F9C07_4872	Afu4g08295	AN1707	An04g02900	myID3075
F9C07_4870	Afu4g08300	AN1708	An04g03050	myID3076
F9C07_2281892	Afu4g08320	AN1709	An04g03060	myID3077
F9C07_2281891	Afu4g08330	AN1710	An04g03110	myID3078
F9C07_2281890	Afu4g08340	AN1722	An04g03120	myID3079
F9C07_2281889	Afu4g08350	AN1721	An04g03130	myID3080
F9C07_2281888	Afu4g08360	AN1720	An04g03140	myID3081
F9C07_4863	Afu4g08370	AN1719	An04g03180	myID3082
F9C07_1395893	Afu4g08380	AN1718	An04g03190	myID3083
F9C07_4860	Afu4g08410	AN1715	An04g03200	myID3084
F9C07_4859	Afu4g08420	AN1714	An04g03210	myID3085
F9C07_4858	Afu4g08440	AN1713	An04g03220	myID3086
F9C07_1395279	Afu4g08460	AN1712	An04g03240	myID3087
F9C07_4856	Afu4g08470	AN1701	An04g03260	myID3088
F9C07_4855	Afu4g08480	AN1700	An04g03270	myID3089
F9C07_4853	Afu4g08490	AN1699	An04g03290	myID3090
F9C07_1395220	Afu4g08500	AN1698	An04g03300	myID3091
F9C07_4850	Afu4g08510	AN1697	An04g03310	myID3092
F9C07_2254613	Afu4g08530	AN1695	An04g03320	myID3093
F9C07_2201746	Afu4g08550	AN1694	An04g03330	myID3094
F9C07_2150094	Afu4g08560	AN1693	An04g03340	myID3095
F9C07_4845	Afu4g08570	AN10227	An04g03350	myID3096
F9C07_4844	Afu4g08580	AN10223	An04g03360	myID3097
F9C07_4842	Afu4g08590	AN1690	An04g03380	myID3098
F9C07_1394405	Afu4g08600	AN1689	An04g03400	myID3099
F9C07_4840	Afu4g08610	AN1688	An04g03420	myID3100
F9C07_2066789	Afu4g08620	AN1686	An04g03440	myID3101
F9C07_2281864	Afu4g08630	AN1685	An04g03460	myID3102
F9C07_4837	Afu4g08640	AN11312	An04g03470	myID3103
F9C07_2150022	Afu4g08650	AN1684	An04g03490	myID3104
F9C07_2281861	Afu4g08660	AN1683	An04g03495	myID3105
F9C07_4834	Afu4g08680	AN1682	An04g03500	myID3106
F9C07_4833	Afu4g08710	AN1677	An04g03530	myID3107
F9C07_2281855	Afu4g08730	AN1674	An04g03600	myID3108
F9C07_4825	Afu4g08740	AN10221	An04g03630	myID3109
F9C07_2281853	Afu4g08750	AN1654	An04g03610	myID3110
F9C07_2230701	Afu4g08760	AN1673	An04g03620	myID3111
F9C07_4824	Afu4g08770	AN10225	An04g03640	myID3112
F9C07_4820	Afu4g08780	AN11887	An04g03650	myID3113
F9C07_4811	Afu4g08810	AN1662	An04g03700	myID3114
F9C07_1392608	Afu4g08820	AN1661	An04g03710	myID3115
F9C07_2149874	Afu4g08830	AN1660	An04g03720	myID3116
F9C07_1392463	Afu4g08840	AN1658	An04g03740	myID3117
F9C07_4815	Afu4g08880	AN10222	An04g03750	myID3118
F9C07_4787	Afu4g08900	AN1668	An04g03810	myID3119
F9C07_4786	Afu4g08910	AN1669	An04g03820	myID3120
F9C07_4790	Afu4g08920	AN1665	An04g03780	myID3121
F9C07_4789	Afu4g08930	AN1666	An04g03790	myID3122
F9C07_4788	Afu4g08940	AN1667	An04g03800	myID3123
F9C07_2281818	Afu4g08960	AN1670	An04g03830	myID3124
F9C07_2230658	Afu4g08970	AN1671	An04g03870	myID3125
F9C07_1390665	Afu4g08980	AN1633	An04g03880	myID3126
F9C07_4782	Afu4g08990	AN1637	An04g03890	myID3127
F9C07_4781	Afu4g09000	AN1636	An04g03900	myID3128
F9C07_2281813	Afu4g09010	AN1635	An04g03910	myID3129
F9C07_2087963	Afu4g09020	AN1634	An04g03920	myID3130
F9C07_1391412	Afu4g09030	AN1638	An04g03930	myID3131
